event_id,company_id,source_event_id,event_sequence,event_date_original,event_date_standardized,date_precision,event_type_source,event_type_standardized,in_scope_financing_flag,financing_round_flag,scope_exclusion_reason,scope_basis,registered_capital_before,registered_capital_before_status,registered_capital_after,registered_capital_after_status,financing_amount_10k_cny,financing_amount_original_text,financing_amount_status,amount_source_type,financing_amount_original_currency,financing_amount_original_unit,financing_amount_standard_unit,primary_evidence_id,record_origin,review_status
EVT-688726-0002,688726,EVT-688726-0002,3,2020-10,2020-10,MONTH,EQUITY_TRANSFER,EQUITY_TRANSFER,False,False,OUT_OF_SCOPE_EVENT_TYPE:EQUITY_TRANSFER,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,,NOT_APPLICABLE,,NOT_APPLICABLE,,,NOT_APPLICABLE,,,,,EVD-688726-0002,STANDARDIZED_RECORD,FINAL_APPROVED
EVT-688726-0003,688726,EVT-688726-0003,4,2020-11,2020-11,MONTH,CAPITAL_INCREASE,CAPITAL_INCREASE,True,True,,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,813.3983,DISCLOSED_COMPLETE,992.3462,DISCLOSED_COMPLETE,5500.0,"5,500.0000万元",DISCLOSED_COMPLETE,CALCULATED,CNY,万元,万元人民币,EVD-688726-0003,STANDARDIZED_RECORD,FINAL_APPROVED
EVT-688726-0004,688726,EVT-688726-0004,5,2020-12,2020-12,MONTH,CAPITAL_INCREASE,CAPITAL_INCREASE,True,True,,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,992.3462,DISCLOSED_COMPLETE,1102.6069,DISCLOSED_COMPLETE,1355.1046,"1,355.1046万元",DISCLOSED_COMPLETE,CALCULATED,CNY,万元,万元人民币,EVD-688726-0004,STANDARDIZED_RECORD,FINAL_APPROVED
EVT-688726-0005,688726,EVT-688726-0005,6,2021-06,2021-06,MONTH,EQUITY_TRANSFER,EQUITY_TRANSFER,False,False,OUT_OF_SCOPE_EVENT_TYPE:EQUITY_TRANSFER,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,,NOT_APPLICABLE,,NOT_APPLICABLE,,,NOT_APPLICABLE,,,,,EVD-688726-0005,STANDARDIZED_RECORD,FINAL_APPROVED
EVT-688726-0006,688726,EVT-688726-0006,7,2021-09,2021-09,MONTH,CAPITAL_INCREASE,CAPITAL_INCREASE,True,True,,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,1102.6069,DISCLOSED_COMPLETE,1304.7517,DISCLOSED_COMPLETE,33000.0,"33,000.0000万元",DISCLOSED_COMPLETE,CALCULATED,CNY,万元,万元人民币,EVD-688726-0006,STANDARDIZED_RECORD,FINAL_APPROVED
EVT-688726-0007,688726,EVT-688726-0007,8,2021-10,2021-10,MONTH,EQUITY_TRANSFER,EQUITY_TRANSFER,False,False,OUT_OF_SCOPE_EVENT_TYPE:EQUITY_TRANSFER,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,,NOT_APPLICABLE,,NOT_APPLICABLE,,,NOT_APPLICABLE,,,,,EVD-688726-0007,STANDARDIZED_RECORD,FINAL_APPROVED
EVT-688726-0008,688726,EVT-688726-0008,9,2021-12,2021-12,MONTH,EQUITY_TRANSFER,EQUITY_TRANSFER,False,False,OUT_OF_SCOPE_EVENT_TYPE:EQUITY_TRANSFER,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,,NOT_APPLICABLE,,NOT_APPLICABLE,,,NOT_APPLICABLE,,,,,EVD-688726-0008,STANDARDIZED_RECORD,FINAL_APPROVED
EVT-688726-0009,688726,EVT-688726-0009,10,2021-12,2021-12,MONTH,CAPITAL_INCREASE,CAPITAL_INCREASE,True,True,,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,1304.7517,DISCLOSED_COMPLETE,1384.3845,DISCLOSED_COMPLETE,13000.0,"13,000.0000万元",DISCLOSED_COMPLETE,CALCULATED,CNY,万元,万元人民币,EVD-688726-0009,STANDARDIZED_RECORD,FINAL_APPROVED
EVT-688726-0010,688726,EVT-688726-0010,11,2022-04,2022-04,MONTH,EQUITY_TRANSFER,EQUITY_TRANSFER,False,False,OUT_OF_SCOPE_EVENT_TYPE:EQUITY_TRANSFER,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,,NOT_APPLICABLE,,NOT_APPLICABLE,,,NOT_APPLICABLE,,,,,EVD-688726-0010,STANDARDIZED_RECORD,FINAL_APPROVED
EVT-688726-0011,688726,EVT-688726-0011,12,2022-05,2022-05,MONTH,EQUITY_TRANSFER,EQUITY_TRANSFER,False,False,OUT_OF_SCOPE_EVENT_TYPE:EQUITY_TRANSFER,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,,NOT_APPLICABLE,,NOT_APPLICABLE,,,NOT_APPLICABLE,,,,,EVD-688726-0011,STANDARDIZED_RECORD,FINAL_APPROVED
EVT-688726-0012,688726,EVT-688726-0012,13,2022-05,2022-05,MONTH,EQUITY_TRANSFER_AND_CAPITAL_INCREASE,COMPOUND,True,True,,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,1384.3845,DISCLOSED_COMPLETE,1390.5101,DISCLOSED_COMPLETE,1000.0,"1,000.0000万元",DISCLOSED_COMPLETE,DISCLOSED,CNY,万元,万元人民币,EVD-688726-0012,STANDARDIZED_RECORD,FINAL_APPROVED
EVT-688726-0013,688726,EVT-688726-0013,14,2022-07,2022-07,MONTH,CAPITAL_INCREASE,CAPITAL_INCREASE,True,True,,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,1390.5101,DISCLOSED_COMPLETE,1422.7699,DISCLOSED_COMPLETE,11600.0,"11,600.0000万元",DISCLOSED_COMPLETE,CALCULATED,CNY,万元,万元人民币,EVD-688726-0013,STANDARDIZED_RECORD,FINAL_APPROVED
EVT-688726-0014,688726,EVT-688726-0014,15,2022-07,2022-07,MONTH,CAPITAL_INCREASE,CAPITAL_INCREASE,True,True,,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,1422.7699,DISCLOSED_COMPLETE,1466.9882,DISCLOSED_COMPLETE,15900.0,"15,900.0000万元",DISCLOSED_COMPLETE,CALCULATED,CNY,万元,万元人民币,EVD-688726-0014,STANDARDIZED_RECORD,FINAL_APPROVED
EVT-688726-0015,688726,EVT-688726-0015,16,2022-08,2022-08,MONTH,EQUITY_TRANSFER,EQUITY_TRANSFER,False,False,OUT_OF_SCOPE_EVENT_TYPE:EQUITY_TRANSFER,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,,NOT_APPLICABLE,,NOT_APPLICABLE,,,NOT_APPLICABLE,,,,,EVD-688726-0015,STANDARDIZED_RECORD,FINAL_APPROVED
EVT-688726-0016,688726,EVT-688726-0016,17,2022-08,2022-08,MONTH,CAPITAL_INCREASE,CAPITAL_INCREASE,True,True,,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,1466.9882,DISCLOSED_COMPLETE,1518.159,DISCLOSED_COMPLETE,9200.0,"9,200.0000万元",DISCLOSED_COMPLETE,DISCLOSED,CNY,万元,万元人民币,EVD-688726-0016,STANDARDIZED_RECORD,FINAL_APPROVED
EVT-688726-0017,688726,EVT-688726-0017,18,2022-11,2022-11,MONTH,EQUITY_TRANSFER,EQUITY_TRANSFER,False,False,OUT_OF_SCOPE_EVENT_TYPE:EQUITY_TRANSFER,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,,NOT_APPLICABLE,,NOT_APPLICABLE,,,NOT_APPLICABLE,,,,,EVD-688726-0017,STANDARDIZED_RECORD,FINAL_APPROVED
EVT-688726-OC,688726,EVT-688726-OC,19,2022-11,2022-11,MONTH,OVERALL_CHANGE,OVERALL_CHANGE,False,False,OUT_OF_SCOPE_EVENT_TYPE:OVERALL_CHANGE,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,1518.159,DISCLOSED_COMPLETE,1518.159,DISCLOSED_COMPLETE,,,NOT_APPLICABLE,,,,,EVD-688726-0098,STANDARDIZED_RECORD,FINAL_APPROVED
EVT-688726-0018,688726,EVT-688726-0018,20,2022-12,2022-12,MONTH,CAPITAL_INCREASE,CAPITAL_INCREASE,True,True,,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,1518.159,DISCLOSED_COMPLETE,1665.4205,DISCLOSED_COMPLETE,67900.0,"67,900.0000万元",DISCLOSED_COMPLETE,CALCULATED,CNY,万元,万元人民币,EVD-688726-0018,STANDARDIZED_RECORD,FINAL_APPROVED
EVT-688726-0019,688726,EVT-688726-0019,21,2022-12,2022-12,MONTH,CAPITAL_RESERVE_TRANSFER,SHARE_CAPITAL_CHANGE,False,False,OUT_OF_SCOPE_EVENT_TYPE:SHARE_CAPITAL_CHANGE,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,1665.4205,DISCLOSED_COMPLETE,36000.0,DISCLOSED_COMPLETE,,,NOT_APPLICABLE,,,,,EVD-688726-0019,STANDARDIZED_RECORD,FINAL_APPROVED
EVT-688726-0020,688726,EVT-688726-0020,22,2022-12,2022-12,MONTH,CAPITAL_INCREASE,CAPITAL_INCREASE,True,True,,WEEK7_WEEK8_UNIFIED_CALIBER_EXTENSION_BOUNDARY_TEST,36000.0,DISCLOSED_COMPLETE,36479.357,DISCLOSED_COMPLETE,3987.0,"3,987.0000万元",DISCLOSED_COMPLETE,DISCLOSED,CNY,万元,万元人民币,EVD-688726-0020,STANDARDIZED_RECORD,FINAL_APPROVED
