path_id,path_edge_id,edge_sequence,company_id,from_entity_id,to_entity_id,edge_type_source,edge_type_standardized,ownership_ratio,ownership_ratio_status,equity_path_flag,investor_entity_id,event_id,transaction_id,entry_method,investment_level,direct_indirect,transaction_date,date_precision,evidence_ids,source_path_status,standardized_path_status,standardization_basis,review_status
PATH-688726-0061,PATH-688726-0061-E01,1,688726,STD-688726-053,STD-688726-ISSUER,CAPITAL_INCREASE,CAPITAL_INCREASE,0.0013022536950878,DISCLOSED_COMPLETE,True,STD-688726-053,EVT-688726-0018,TRX-688726-0043,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2022-12,MONTH,EVD-688726-0018,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0062,PATH-688726-0062-E01,1,688726,STD-688726-038,STD-688726-ISSUER,CAPITAL_INCREASE,CAPITAL_INCREASE,0.0131405002560763,DISCLOSED_COMPLETE,True,STD-688726-038,EVT-688726-0020,TRX-688726-0044,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2022-12,MONTH,EVD-688726-0020,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0063,PATH-688726-0063-E01,1,688726,STD-688726-019,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0162,DISCLOSED_COMPLETE,True,STD-688726-019,EVT-688726-0002,TRX-688726-0003,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2020-10,MONTH,EVD-688726-0002,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0064,PATH-688726-0064-E01,1,688726,STD-688726-064,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0213,DISCLOSED_COMPLETE,True,STD-688726-064,EVT-688726-0005,TRX-688726-0010,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2021-06,MONTH,EVD-688726-0005,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0065,PATH-688726-0065-E01,1,688726,STD-688726-059,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0127,DISCLOSED_COMPLETE,True,STD-688726-059,EVT-688726-0005,TRX-688726-0011,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2021-06,MONTH,EVD-688726-0005,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0066,PATH-688726-0066-E01,1,688726,STD-688726-018,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0094,DISCLOSED_COMPLETE,True,STD-688726-018,EVT-688726-0007,TRX-688726-0013,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2021-10,MONTH,EVD-688726-0007,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0067,PATH-688726-0067-E01,1,688726,STD-688726-072,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0038,DISCLOSED_COMPLETE,True,STD-688726-072,EVT-688726-0007,TRX-688726-0014,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2021-10,MONTH,EVD-688726-0007,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0068,PATH-688726-0068-E01,1,688726,STD-688726-037,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0028,DISCLOSED_COMPLETE,True,STD-688726-037,EVT-688726-0007,TRX-688726-0015,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2021-10,MONTH,EVD-688726-0007,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0069,PATH-688726-0069-E01,1,688726,STD-688726-050,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0052,DISCLOSED_COMPLETE,True,STD-688726-050,EVT-688726-0007,TRX-688726-0016,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2021-10,MONTH,EVD-688726-0007,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0070,PATH-688726-0070-E01,1,688726,STD-688726-022,STD-688726-ISSUER,TRANSFER,TRANSFER,0.01,DISCLOSED_COMPLETE,True,STD-688726-022,EVT-688726-0008,TRX-688726-0018,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2021-12,MONTH,EVD-688726-0008,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0071,PATH-688726-0071-E01,1,688726,STD-688726-028,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0066,DISCLOSED_COMPLETE,True,STD-688726-028,EVT-688726-0010,TRX-688726-0020,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2022-04,MONTH,EVD-688726-0010,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0072,PATH-688726-0072-E01,1,688726,STD-688726-004,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0288,DISCLOSED_COMPLETE,True,STD-688726-004,EVT-688726-0010,TRX-688726-0022,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2022-04,MONTH,EVD-688726-0010,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0073,PATH-688726-0073-E01,1,688726,STD-688726-051,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0044,DISCLOSED_COMPLETE,True,STD-688726-051,EVT-688726-0011,TRX-688726-0023,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2022-05,MONTH,EVD-688726-0011,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0074,PATH-688726-0074-E01,1,688726,STD-688726-069,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0058,DISCLOSED_COMPLETE,True,STD-688726-069,EVT-688726-0011,TRX-688726-0024,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2022-05,MONTH,EVD-688726-0011,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0075,PATH-688726-0075-E01,1,688726,STD-688726-062,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0025,DISCLOSED_COMPLETE,True,STD-688726-062,EVT-688726-0012,TRX-688726-0025,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2022-05,MONTH,EVD-688726-0012,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0076,PATH-688726-0076-E01,1,688726,STD-688726-029,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0025,DISCLOSED_COMPLETE,True,STD-688726-029,EVT-688726-0012,TRX-688726-0026,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2022-05,MONTH,EVD-688726-0012,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0077,PATH-688726-0077-E01,1,688726,STD-688726-027,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0025,DISCLOSED_COMPLETE,True,STD-688726-027,EVT-688726-0012,TRX-688726-0027,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2022-05,MONTH,EVD-688726-0012,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0078,PATH-688726-0078-E01,1,688726,STD-688726-063,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0021,DISCLOSED_COMPLETE,True,STD-688726-063,EVT-688726-0012,TRX-688726-0028,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2022-05,MONTH,EVD-688726-0012,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0079,PATH-688726-0079-E01,1,688726,STD-688726-047,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0074,DISCLOSED_COMPLETE,True,STD-688726-047,EVT-688726-0012,TRX-688726-0029,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2022-05,MONTH,EVD-688726-0012,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0080,PATH-688726-0080-E01,1,688726,STD-688726-005,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0101,DISCLOSED_COMPLETE,True,STD-688726-005,EVT-688726-0012,TRX-688726-0030,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2022-05,MONTH,EVD-688726-0012,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0081,PATH-688726-0081-E01,1,688726,STD-688726-001,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0095,DISCLOSED_COMPLETE,True,STD-688726-001,EVT-688726-0015,TRX-688726-0034,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2022-08,MONTH,EVD-688726-0015,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0082,PATH-688726-0082-E01,1,688726,STD-688726-012,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0121,DISCLOSED_COMPLETE,True,STD-688726-012,EVT-688726-0015,TRX-688726-0037,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2022-08,MONTH,EVD-688726-0015,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0083,PATH-688726-0083-E01,1,688726,STD-688726-060,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0161,DISCLOSED_COMPLETE,True,STD-688726-060,EVT-688726-0015,TRX-688726-0038,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2022-08,MONTH,EVD-688726-0015,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0084,PATH-688726-0084-E01,1,688726,STD-688726-070,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0039,DISCLOSED_COMPLETE,True,STD-688726-070,EVT-688726-0017,TRX-688726-0040,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2022-11,MONTH,EVD-688726-0017,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
PATH-688726-0085,PATH-688726-0085-E01,1,688726,STD-688726-046,STD-688726-ISSUER,TRANSFER,TRANSFER,0.0072,DISCLOSED_COMPLETE,True,STD-688726-046,EVT-688726-0017,TRX-688726-0042,TRANSFER_ENTRY,ISSUER_LEVEL,DIRECT,2022-11,MONTH,EVD-688726-0017,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE_WITH_OBSERVATION_WINDOW_NOTE,FINAL_APPROVED
